NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-321400.71,-321400.71,386790.47,12628.19,,146025.61,7391.50,,0.00,0.00,,340.53,53279.96,0.00,13590.64,620046.90,355939.47,123199.95,83055.72,128826.83,46237.69,146911.05,0.00,55729.97,1546.93,941447.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-321400.71,0.00,-321400.71,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2021,3
-258213.16,-20058.96,383881.69,0.00,,0.00,165478.60,,0.00,0.00,,12352.29,207171.31,0.00,1915.84,770799.74,388688.49,53183.44,47341.84,74726.85,31630.99,129175.76,0.00,66111.32,0.00,790858.70,0.00,-328560.61,-209.17,0.00,0.00,103669.36,-225100.41,-245159.38,13053.78,-258213.16,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2021,2
-254138.46,-254138.46,392119.74,11702.02,,140278.20,6509.67,,0.00,0.00,,313.30,53366.24,0.00,11218.58,615507.74,331193.39,114300.28,81249.08,116118.64,43002.51,125386.66,0.00,56402.41,1993.23,869646.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-254138.46,0.00,-254138.46,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2021,4
-205981.46,-459002.16,414088.11,0.00,,232.32,54680.10,,1941.13,0.00,,938.09,2479.91,0.00,42472.73,516832.39,371238.25,114870.78,85464.91,187907.52,35303.55,89199.65,,91678.17,171.72,975834.55,-41518.13,2272.30,-526.92,-419.99,4042.87,205627.29,169477.42,-289524.74,-83543.28,-205981.46,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2021,1
-205608.00,-181859.00,,-1.00,,723125.00,,,,8838.00,,,1547.00,,693649.00,1427158.00,289034.00,111964.00,,214603.00,33896.00,182132.00,,69523.00,707865.00,1609017.00,-1513.00,-1714.00,6898.00,0.00,,-23517.00,-19846.00,-201705.00,3903.00,-205608.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2021,1
-200488.26,-518970.94,261487.44,602.61,,38083.44,30191.69,,,,,1888.04,706.08,,58578.55,391537.86,276568.11,90549.56,89468.66,187670.72,34206.14,109948.83,,88484.40,33612.39,910508.80,-59836.83,4413.28,84.21,,,315732.52,260393.17,-258577.77,-58089.50,-200488.26,,,,-200488.26,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2021,1
-175770.56,-175770.56,847429.27,5118.46,,52788.29,65329.24,,0.00,0.00,,1131.67,98885.52,0.00,22046.41,1092728.88,457596.14,168081.19,107070.42,181601.54,61751.86,204692.36,0.00,85803.99,1901.95,1268499.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-175770.56,0.00,-175770.56,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2021,2
-175116.00,-562780.00,,-4.00,,730325.00,,,,8819.00,,,2680.00,,1551921.00,2293741.00,222018.00,189289.00,,296534.00,49362.00,205528.00,,53070.00,1840720.00,2856521.00,2030.00,-1805.00,7263.00,0.00,,384760.00,392248.00,-170532.00,4584.00,-175116.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2021,1
-172664.00,-135442.00,,0.00,,99799.00,,,,409.00,,,16215.00,,167218.00,283641.00,40748.00,11589.00,,97959.00,9359.00,43763.00,,13812.00,201853.00,419083.00,120.00,-506.00,2038.00,0.00,,-30788.00,-29136.00,-164578.00,8086.00,-172664.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2021,1
-172561.00,-554060.00,388275.00,9487.00,,17564.00,35807.00,,4292.00,177.00,,38554.00,14082.00,2558.00,234644.00,745441.00,349051.00,101133.00,93250.00,175508.00,55867.00,136585.00,,71513.00,316594.00,1299501.00,-19342.00,-2512.00,0.00,-2230.00,18054.00,338856.00,332825.00,-221235.00,-48674.00,-172561.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2021,1
-166685.00,-289992.00,204911.00,0.00,,17999.00,15908.00,,27.00,2158.00,,2361.00,60964.00,0.00,6902.00,311230.00,236853.00,68591.00,40672.00,108496.00,26844.00,50487.00,,62445.00,6834.00,601222.00,-32284.00,-838.00,0.00,-70.00,0.00,125396.00,92204.00,-197788.00,-31103.00,-166685.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2021,1
-162216.99,-202570.51,0.00,20780.88,,1118613.62,0.00,,0.00,0.00,,0.00,31372.09,0.00,91.45,1170858.03,724926.45,320971.02,0.00,155488.87,1941.32,74766.62,0.00,95334.26,0.00,1373428.54,0.00,595.35,-48.19,-1366.73,0.00,-18088.29,-18907.86,-221478.37,-59261.38,-162216.99,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2021,4
-151956.87,-2375917.28,1656281.40,4172.13,,35267.10,149146.26,,1462.99,0.00,,5916.43,406010.01,0.00,842483.84,3100740.16,1447585.38,612223.13,364283.68,615792.35,149832.73,819458.70,0.00,333059.67,1134421.81,5476657.44,-335594.14,2212.92,160.41,0.00,0.00,2242807.97,1909587.16,-466330.12,-314373.25,-151956.87,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2021,1
-143506.89,-685817.92,2053765.91,12612.43,,48484.65,140581.96,,30661.52,,,8968.14,1570.55,,1470086.84,3766732.00,1076962.90,367667.99,270456.11,1027472.88,143228.00,342298.29,,342281.09,882182.67,4452549.93,-219024.67,19078.80,-612.62,,,668718.23,468159.74,-217658.18,-74151.29,-143506.89,,,,-143506.89,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2021,2
-142009.60,-175913.59,0.00,29251.91,,985805.60,0.00,,0.00,0.00,,0.00,9083.61,0.00,28.29,1024169.41,592907.85,313922.54,0.00,132956.25,1838.99,66251.79,0.00,92205.58,0.00,1200083.00,0.00,1484.26,236.59,-739.32,0.00,-15835.32,-14853.79,-190767.38,-48757.79,-142009.60,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2021,3
-139420.97,-272246.35,84422.86,19926.09,,194182.26,2138.93,,,,,567.41,1062.62,,5516.13,307816.30,240856.47,43759.14,87426.01,63220.00,21459.39,51267.68,,69803.83,2270.13,580062.66,-34876.16,1687.51,4941.54,,,120423.40,92176.29,-180070.07,-40649.10,-139420.97,,,,-139420.97,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2021,1
-137161.05,-137161.05,20191.22,11399.76,,99598.03,758.41,,0.00,0.00,,63.79,5831.98,0.00,1147.54,138990.72,118193.43,32432.75,19335.86,32880.56,8170.13,47375.27,0.00,17527.64,236.13,276151.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-137161.05,0.00,-137161.05,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2021,1
-128353.26,-138928.86,0.00,28125.99,,1001845.29,0.00,,0.00,0.00,,0.00,7457.55,0.00,77.27,1037506.11,553915.20,318502.87,0.00,136495.06,1988.19,64059.73,0.00,101473.91,0.00,1176434.96,0.00,1508.18,76.69,-991.31,0.00,-15758.69,-15165.14,-154093.99,-25740.73,-128353.26,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2021,2
-126992.30,-135944.27,0.00,27075.37,,1000590.96,0.00,,0.00,0.00,,0.00,8079.94,0.00,-135.28,1035610.98,540188.80,325842.27,0.00,138557.37,1988.45,59727.42,0.00,105250.94,0.00,1171555.25,0.00,1884.01,617.87,-1471.39,0.00,-15759.72,-14729.23,-150673.50,-23681.20,-126992.30,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2021,1
-117682.00,-290611.39,537789.60,494.15,,41559.70,53675.49,,1500.00,,,1860.38,358.31,,90332.65,727570.27,340199.11,99571.77,84097.37,220583.54,44784.05,85299.19,,102350.38,41296.26,1018181.66,-71585.35,6148.51,-714.15,,,215183.70,149032.70,-141578.69,-23896.68,-117682.00,,,,-117682.00,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2021,2
-114475.71,-114475.71,1038072.13,6464.09,,75853.19,68214.25,,0.00,0.00,,835.72,113901.72,0.00,24214.65,1327555.74,514775.72,195973.30,141165.51,199170.19,74443.21,213904.47,0.00,99071.35,3527.71,1442031.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-114475.71,0.00,-114475.71,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2021,4
-113335.65,-167696.65,128751.90,21285.73,,230946.79,2328.14,,,,,452.56,85.74,,7954.98,391805.84,250921.61,35112.43,69621.42,76938.88,21998.98,39739.19,,61704.59,3465.41,559502.50,-42442.24,2397.90,1357.46,,,83728.23,45041.36,-122655.30,-9319.65,-113335.65,,,,-113335.65,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2021,2
-109831.29,-90556.51,690389.37,486.90,,54306.98,57845.37,,536.65,,,1886.99,315.66,,94629.74,900397.66,365701.31,89342.57,86874.66,194363.09,48251.15,76636.93,,74663.48,55120.99,990954.17,-53282.55,3955.32,-2249.78,,,-4696.25,-56273.27,-146829.77,-36998.49,-109831.29,,,,-109831.29,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2021,4
-105246.92,-85324.78,352862.70,3427.89,,18088.20,17448.55,,4343.26,0.00,,313.48,4122.79,0.00,39797.93,440404.81,202912.32,65617.77,57775.01,78758.55,29319.03,56864.22,,32583.82,1898.86,525729.59,-22537.76,-1275.45,6217.28,-3.89,0.00,-27341.09,-44940.92,-130265.70,-25018.79,-105246.92,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2021,4
-99516.81,-248331.44,186333.37,0.00,,0.00,104790.74,,0.00,0.00,,1169.46,115199.19,0.00,1200.33,408693.09,304193.85,43622.55,46601.03,66132.63,20946.73,109687.37,0.00,65840.36,0.00,657024.53,0.00,-31632.35,45.30,0.00,0.00,157489.50,125902.46,-122428.98,-22912.17,-99516.81,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2021,1
-95589.51,-86810.00,1159471.94,0.00,,404.57,112890.39,,3743.02,0.00,,8006.05,4625.49,0.00,100953.15,1390094.61,601624.05,166377.82,141174.70,287588.27,76473.52,95691.30,,107467.83,507.12,1476904.60,-28888.80,2229.05,-265.93,253.03,-9756.17,2552.27,-33876.54,-120686.54,-25097.03,-95589.51,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2021,4
-92667.78,-344064.43,195435.29,7421.54,,186455.26,8345.34,,,,,1413.36,139.10,,10693.87,409903.76,251535.73,50516.21,95869.76,122224.75,34540.21,101918.90,,90923.29,6439.34,753968.18,-76888.58,4092.82,2925.31,,,293974.08,224103.62,-119960.80,-27293.02,-92667.78,,,,-92667.78,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2021,1
-87951.00,-87483.00,,0.00,,144457.00,,,,595.00,,,18168.00,,179663.00,342883.00,50083.00,14553.00,,101688.00,11836.00,45844.00,,15775.00,190587.00,430366.00,-68.00,5073.00,160.00,0.00,,-27838.00,-22673.00,-110156.00,-22205.00,-87951.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2021,2
-86033.65,-203287.59,117643.84,0.00,,0.00,65342.22,,0.00,0.00,,6878.65,1335.19,0.00,67557.88,258757.77,296753.64,34217.44,28843.21,71091.62,18115.88,5695.32,0.00,7328.24,0.00,462045.36,-1637.23,-18454.47,0.00,0.00,0.00,116861.42,96769.72,-106517.86,-20484.21,-86033.65,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2021,1
-79562.00,-87705.00,,0.00,,155303.00,,,,305.00,,,16193.00,,181804.00,353605.00,70941.00,12710.00,,100530.00,15898.00,42362.00,,14681.00,184188.00,441310.00,5519.00,-9799.00,-1578.00,0.00,,-17144.00,-23002.00,-110707.00,-31145.00,-79562.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2021,4
-78687.12,-31256.34,160767.23,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,160767.23,87587.79,66832.93,21688.91,351.79,0.00,13254.91,0.00,2307.24,0.00,192023.57,-413.81,0.00,0.00,0.00,0.00,-47016.97,-47430.78,-78687.12,0.00,-78687.12,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2021,3
-74258.82,-52440.33,446495.84,0.00,,0.00,157419.79,,0.00,0.00,,22399.54,213855.64,0.00,1226.91,841397.72,444027.63,60615.48,50013.75,83663.34,31957.27,159714.99,0.00,63845.60,0.00,893838.06,0.00,-25689.79,-104.75,0.00,0.00,-0.66,-25795.19,-78235.53,-3976.71,-74258.82,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2021,4
-69665.56,-69665.56,19192.47,11963.87,,101260.44,262.80,,0.00,0.00,,61.69,4449.66,0.00,877.28,138068.21,103389.19,22441.67,13369.79,22287.65,5265.90,28446.91,0.00,12366.10,166.57,207733.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-69665.56,0.00,-69665.56,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2021,1
-67430.00,-56742.00,,0.00,,144320.00,,,,1249.00,,,16931.00,,185742.00,348242.00,59254.00,12922.00,,84626.00,11563.00,41501.00,,15625.00,179493.00,404984.00,-245.00,-663.00,-1811.00,0.00,,-25587.00,-28306.00,-85048.00,-17618.00,-67430.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2021,3
-66750.76,-27419.30,158696.65,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,158696.65,81118.27,64847.65,21099.22,325.48,0.00,16424.36,0.00,2300.98,0.00,186115.94,-459.28,-0.01,0.00,0.00,0.00,-38872.18,-39331.47,-66750.76,0.00,-66750.76,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2021,2
-64695.17,33237.60,915539.78,8967.77,,331525.18,16755.99,,,,,2610.31,442.90,,27075.53,1302917.45,496774.97,86954.69,154747.29,202070.78,70261.66,114491.27,,122396.38,21982.83,1269679.86,-99824.67,5971.14,-6434.24,,,-5613.55,-105901.32,-72663.73,-7968.56,-64695.17,,,,-64695.17,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2021,4
-60649.35,-60649.35,38821.31,7860.78,,80477.63,648.00,,0.00,0.00,,51.67,4146.52,0.00,920.54,132926.44,92310.02,21052.39,13383.81,22741.07,7701.35,25385.47,0.00,10764.92,236.76,193575.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-60649.35,0.00,-60649.35,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2021,2
-59300.82,-204706.55,310412.99,6253.11,,244289.65,10430.01,,,,,1090.42,207.12,,12887.11,585570.41,300944.14,51930.09,89328.85,134763.59,43968.35,82449.83,,80103.19,6788.92,790276.97,-93130.46,5966.20,-698.57,,,210080.44,122217.62,-82488.94,-23188.12,-59300.82,,,,-59300.82,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2021,2
-56558.96,-25403.06,142967.81,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,142967.81,73503.43,66863.85,18781.92,332.85,0.00,6695.69,0.00,2193.12,0.00,168370.86,-504.64,-0.33,0.00,0.00,0.00,-30650.95,-31155.91,-56558.96,0.00,-56558.96,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2021,1
-52745.00,-158198.00,119741.00,9371.00,,66993.00,11763.00,,1652.00,1846.00,,1636.00,49146.00,0.00,546.00,262694.00,162796.00,34308.00,34783.00,92789.00,22958.00,43178.00,,29539.00,541.00,420892.00,-27610.00,-717.00,0.00,-60.00,0.00,107241.00,78854.00,-79344.00,-26599.00,-52745.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2021,1
-51860.54,-199409.37,117437.88,102.37,,13061.60,6995.00,,1007.07,0.00,,358.84,2369.89,0.00,21003.37,162336.02,125539.48,46834.64,34837.70,53933.52,17645.74,46051.90,,31982.76,4919.65,361745.38,-20069.05,-1151.02,17527.20,38.36,0.00,136324.82,132670.30,-66739.07,-14878.53,-51860.54,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2021,1
-40603.57,-122291.71,170912.98,0.00,,102.73,24180.04,,189.18,0.00,,414.83,1096.64,0.00,18781.83,215678.23,121694.06,37412.06,32949.61,65064.17,13825.87,34033.06,,32923.87,67.24,337969.93,-16309.36,889.76,-206.55,16.85,-13.74,80842.92,65219.88,-57071.82,-16468.25,-40603.57,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2021,1
-39740.24,-63538.75,268848.93,0.00,,0.00,130017.64,,0.00,0.00,,42518.68,4023.73,0.00,128704.65,574113.63,390200.08,46927.44,37136.39,97419.15,27809.09,29110.34,0.00,9049.89,0.00,637652.38,-717.73,133.05,0.00,0.00,0.00,0.00,-584.68,-64123.42,-24383.19,-39740.24,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2021,4
-39511.28,-101510.50,289409.83,0.00,,0.00,0.00,,0.00,0.00,,0.00,54.60,,14.92,289479.35,129431.46,70310.51,14421.27,81482.26,53.02,90618.24,0.00,4669.81,3.29,390989.85,0.00,-0.13,-5.62,0.00,0.00,50649.16,50643.41,-50867.10,-11355.82,-39511.28,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2021,3
-34376.96,-33983.25,163429.78,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,163429.78,87752.42,68440.49,21302.05,542.01,0.00,16974.56,0.00,2401.49,0.00,197413.03,-364.51,0.00,0.00,0.00,0.00,-29.20,-393.71,-34376.96,0.00,-34376.96,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2021,4
-33130.66,-34590.66,347584.86,0.00,,142.39,39731.77,,0.00,0.00,,2817.73,1627.94,0.00,35530.46,427435.16,189865.24,50866.79,46531.40,84613.83,25281.98,30923.87,,33775.04,167.67,462025.82,-9609.33,737.02,-88.05,694.12,-91.26,1119.04,-7238.45,-41829.11,-8698.46,-33130.66,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2021,4
-32194.41,-32194.41,43426.15,5705.71,,65847.73,790.36,,0.00,0.00,,38.93,4521.90,0.00,1153.54,121484.30,72942.19,16957.57,11547.36,17836.66,6458.97,20061.73,0.00,7658.66,215.57,153678.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32194.41,0.00,-32194.41,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2021,3
-29649.89,-2303.31,44080.06,0.00,,0.00,19001.45,,0.00,0.00,,1418.38,23788.90,0.00,219.99,88508.78,44632.01,6106.91,5436.13,8580.68,3632.10,14832.89,0.00,7591.38,0.00,90812.09,0.00,-37727.70,-24.02,0.00,0.00,11904.06,-25847.65,-28150.97,1498.93,-29649.89,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2021,2
-28911.22,-28911.22,31244.24,4555.32,,54396.62,577.33,,0.00,0.00,,26.42,4701.68,0.00,991.33,96492.94,60135.58,13859.28,9869.05,14097.95,5238.55,15088.11,0.00,6873.02,242.62,125404.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28911.22,0.00,-28911.22,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2021,4
